slot,pointId,lat,lng,currentSpeedKph,freeFlowSpeedKph,speedRatio,delaySeconds,regime
midday,p-5-5,45.76408,21.23272,32,32,1,0,free
afternoon-rush,p-5-5,45.76408,21.23272,32,32,1,0,free
evening,p-5-5,45.76408,21.23272,32,32,1,0,free
night,p-5-5,45.76408,21.23272,32,32,1,0,free
morning-rush,p-5-5,45.76394,21.23283,32,32,1,0,free
mid-morning,p-5-5,45.76394,21.23283,32,32,1,0,free
midday,p-5-5,45.76394,21.23283,32,32,1,0,free
afternoon-rush,p-5-5,45.76394,21.23283,32,32,1,0,free
evening,p-5-5,45.76394,21.23283,32,32,1,0,free
night,p-5-5,45.76394,21.23283,32,32,1,0,free
morning-rush,p-5-5,45.76382,21.2329,32,32,1,0,free
mid-morning,p-5-5,45.76382,21.2329,32,32,1,0,free
midday,p-5-5,45.76382,21.2329,32,32,1,0,free
afternoon-rush,p-5-5,45.76382,21.2329,32,32,1,0,free
evening,p-5-5,45.76382,21.2329,32,32,1,0,free
night,p-5-5,45.76382,21.2329,32,32,1,0,free
morning-rush,p-5-5,45.76373,21.23294,32,32,1,0,free
mid-morning,p-5-5,45.76373,21.23294,32,32,1,0,free
midday,p-5-5,45.76373,21.23294,32,32,1,0,free
afternoon-rush,p-5-5,45.76373,21.23294,32,32,1,0,free
evening,p-5-5,45.76373,21.23294,32,32,1,0,free
night,p-5-5,45.76373,21.23294,32,32,1,0,free
morning-rush,p-5-5,45.76358,21.23299,32,32,1,0,free
mid-morning,p-5-5,45.76358,21.23299,32,32,1,0,free
midday,p-5-5,45.76358,21.23299,32,32,1,0,free
afternoon-rush,p-5-5,45.76358,21.23299,32,32,1,0,free
evening,p-5-5,45.76358,21.23299,32,32,1,0,free
night,p-5-5,45.76358,21.23299,32,32,1,0,free
morning-rush,p-5-5,45.76345,21.233,32,32,1,0,free
mid-morning,p-5-5,45.76345,21.233,32,32,1,0,free
midday,p-5-5,45.76345,21.233,32,32,1,0,free
afternoon-rush,p-5-5,45.76345,21.233,32,32,1,0,free
evening,p-5-5,45.76345,21.233,32,32,1,0,free
night,p-5-5,45.76345,21.233,32,32,1,0,free
morning-rush,p-5-5,45.76315,21.23302,32,32,1,0,free
mid-morning,p-5-5,45.76315,21.23302,32,32,1,0,free
midday,p-5-5,45.76315,21.23302,32,32,1,0,free
afternoon-rush,p-5-5,45.76315,21.23302,32,32,1,0,free
evening,p-5-5,45.76315,21.23302,32,32,1,0,free
night,p-5-5,45.76315,21.23302,32,32,1,0,free
morning-rush,p-5-5,45.76308,21.23301,32,32,1,0,free
mid-morning,p-5-5,45.76308,21.23301,32,32,1,0,free
midday,p-5-5,45.76308,21.23301,32,32,1,0,free
afternoon-rush,p-5-5,45.76308,21.23301,32,32,1,0,free
evening,p-5-5,45.76308,21.23301,32,32,1,0,free
night,p-5-5,45.76308,21.23301,32,32,1,0,free
